"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"PHTF1",3.63319074984623e-18,0.263120239653489,0.288,0.07,8.12308787850619e-14,"8","PHTF1",0.218
"CHMP52",4.11850565443161e-18,0.576245416529847,0.712,0.385,9.20815494217819e-14,"8","CHMP5",0.327
"CCNDBP1",4.13260127334521e-18,0.601952227850325,0.559,0.232,9.23966992694522e-14,"8","CCNDBP1",0.327
"SBNO1",5.29454653096281e-18,0.331051760870768,0.36,0.104,1.18375471339266e-13,"8","SBNO1",0.256
"C12orf10",6.18865437957408e-18,0.3815132019129,0.423,0.142,1.38365934618517e-13,"8","C12orf10",0.281
"MACC1",6.64176667663785e-18,0.292566165752268,0.252,0.057,1.48496619356269e-13,"8","MACC1",0.195
"EPHX11",7.03642401004576e-18,0.842078662733916,0.766,0.478,1.57320368016603e-13,"8","EPHX1",0.288
"PRDX12",8.84844392841974e-18,0.679976704996424,0.847,0.639,1.97833509351609e-13,"8","PRDX1",0.208
"CGN1",9.6892248531999e-18,0.366690549103277,0.333,0.092,2.16631689267843e-13,"8","CGN",0.241
"PRSS221",1.05273280835658e-17,0.352749361702793,0.324,0.089,2.35370001292363e-13,"8","PRSS22",0.235
"ANXA114",1.14389375466932e-17,0.701629221216281,0.73,0.437,2.55751765668966e-13,"8","ANXA11",0.293
"STAM2",1.25251706817812e-17,0.338385687817215,0.324,0.092,2.80037766103264e-13,"8","STAM2",0.232
"COMMD8",1.37602293948657e-17,0.290103640426073,0.342,0.097,3.07651208810407e-13,"8","COMMD8",0.245
"CSTF3",1.47827210598317e-17,0.473642355387497,0.387,0.124,3.30512077455716e-13,"8","CSTF3",0.263
"NIT2",1.49291187382741e-17,0.287438278592661,0.432,0.146,3.33785236750332e-13,"8","NIT2",0.286
"MIR99AHG",1.50105875058268e-17,0.312853331905558,0.279,0.069,3.35606715455275e-13,"8","MIR99AHG",0.21
"SNX7",1.58312542569276e-17,0.352528921647594,0.315,0.085,3.53955182676387e-13,"8","SNX7",0.23
"EXPH5",1.78794778934994e-17,0.260706092263527,0.387,0.117,3.99749366742859e-13,"8","EXPH5",0.27
"NEIL1",2.05737817140395e-17,0.314327271495298,0.252,0.058,4.59988611562495e-13,"8","NEIL1",0.194
"MT1F",2.30520099291691e-17,0.345577509517567,0.351,0.103,5.15396837996362e-13,"8","MT1F",0.248
"KRT182",3.00263523533556e-17,0.500881584328552,0.802,0.448,6.71329185916325e-13,"8","KRT18",0.354
"TMCO3",3.33626725105572e-17,0.366008911604193,0.387,0.12,7.45922631991037e-13,"8","TMCO3",0.267
"TACSTD22",3.47997843600533e-17,0.828731229108318,0.676,0.355,7.78053578722073e-13,"8","TACSTD2",0.321
"INSR",3.63604690419932e-17,0.369751209905053,0.495,0.178,8.12947366840884e-13,"8","INSR",0.317
"GOLPH3L1",4.72050135154469e-17,0.603556312929431,0.333,0.097,1.05540969217836e-12,"8","GOLPH3L",0.236
"ST13",4.98603325933431e-17,0.65266226211189,0.784,0.505,1.11477731612197e-12,"8","ST13",0.279
"CDH12",5.19840914809544e-17,0.586531737097821,0.459,0.169,1.16226031733118e-12,"8","CDH1",0.29
"PRKCD1",6.48748011115258e-17,0.433053391935278,0.405,0.137,1.45047080325149e-12,"8","PRKCD",0.268
"ARHGAP32",6.54241705548586e-17,0.375707540826343,0.288,0.076,1.46275360526553e-12,"8","ARHGAP32",0.212
"SRGAP11",7.55558637417176e-17,0.289902922269281,0.261,0.061,1.68927800153732e-12,"8","SRGAP1",0.2
"SYAP11",8.0479986589106e-17,0.7260288620681,0.613,0.292,1.79937154015923e-12,"8","SYAP1",0.321
"SKP12",8.16203435403729e-17,0.615996225804752,0.856,0.651,1.82486764087566e-12,"8","SKP1",0.205
"GRAMD2B1",9.83457273965674e-17,0.346670236170994,0.297,0.078,2.19881377313245e-12,"8","GRAMD2B",0.219
"NDFIP2",1.08164616315475e-16,0.432912645159769,0.495,0.193,2.4183444915814e-12,"8","NDFIP2",0.302
"SIGIRR1",1.12951749524704e-16,0.413937130757866,0.568,0.234,2.52537521587334e-12,"8","SIGIRR",0.334
"HECTD1",1.25565663613819e-16,0.546270575918031,0.505,0.209,2.80739710707777e-12,"8","HECTD1",0.296
"SLC16A11",1.2607367702037e-16,0.292650005534698,0.252,0.06,2.81875527082143e-12,"8","SLC16A11",0.192
"MNAT1",1.2698396264216e-16,0.390682934865036,0.405,0.137,2.83910743675342e-12,"8","MNAT1",0.268
"LRIG1",1.65935886050262e-16,0.395580633617563,0.378,0.127,3.70999454031176e-12,"8","LRIG1",0.251
"LINC004671",1.68890961222363e-16,0.331559235272857,0.333,0.1,3.7760641110096e-12,"8","LINC00467",0.233
"YWHAE2",1.80124366575971e-16,0.617432898680748,0.838,0.611,4.02722058790556e-12,"8","YWHAE",0.227
"CFDP11",1.91527391139407e-16,0.447838831303669,0.604,0.285,4.28216941109486e-12,"8","CFDP1",0.319
"GFPT1",2.42584850863851e-16,0.453496339996496,0.432,0.156,5.42371209561398e-12,"8","GFPT1",0.276
"ATP5F1A",2.69739408124494e-16,0.73741916821043,0.784,0.468,6.03083368684743e-12,"8","ATP5F1A",0.316
"POR1",2.93210413240622e-16,0.566393982616818,0.568,0.26,6.55559841923382e-12,"8","POR",0.308
"SSBP21",3.06044320437346e-16,0.351122019684418,0.369,0.115,6.84253891633818e-12,"8","SSBP2",0.254
"CETN3",3.22905860131559e-16,0.353396979760796,0.396,0.136,7.21952922082139e-12,"8","CETN3",0.26
"SURF2",3.25767675286252e-16,0.533033895403054,0.378,0.128,7.28351368405002e-12,"8","SURF2",0.25
"CLTA1",3.34252018148502e-16,0.645706758268438,0.748,0.496,7.47320662176421e-12,"8","CLTA",0.252
"RNF6",3.44809947107777e-16,0.329700551601803,0.342,0.104,7.70926079743568e-12,"8","RNF6",0.238
"ARL13B",3.49723545475709e-16,0.382093810850968,0.369,0.12,7.81911902974591e-12,"8","ARL13B",0.249
"ETNK1",3.51931850881705e-16,0.263401692611046,0.432,0.154,7.86849232201315e-12,"8","ETNK1",0.278
"GTF2E2",4.4877669433575e-16,0.354100559617664,0.351,0.107,1.00337493319587e-11,"8","GTF2E2",0.244
"ABHD21",4.56673605721366e-16,0.510576058529775,0.559,0.248,1.02103084767183e-11,"8","ABHD2",0.311
"UBE2H",4.7827612622635e-16,0.527069278392694,0.468,0.189,1.06932976301687e-11,"8","UBE2H",0.279
"AC007325.4",5.77332348385787e-16,0.347979659133296,0.351,0.112,1.29079966452094e-11,"8","AC007325.4",0.239
"MAT2B",5.85718657481335e-16,0.409875139867657,0.441,0.157,1.30954977439677e-11,"8","MAT2B",0.284
"CES2",6.13044588780949e-16,0.407124509200274,0.324,0.097,1.37064509159645e-11,"8","CES2",0.227
"BUD31",6.48481818541561e-16,0.483736545314982,0.649,0.334,1.44987564989522e-11,"8","BUD31",0.315
"PNPLA4",6.83073569337688e-16,0.272893496523436,0.333,0.103,1.5272158863252e-11,"8","PNPLA4",0.23
"CCT5",7.34915807287289e-16,0.433474888637993,0.613,0.298,1.64312476193292e-11,"8","CCT5",0.315
"STX71",7.88205057585297e-16,0.361380150158831,0.432,0.156,1.76226886774921e-11,"8","STX7",0.276
"ABI1",7.88409080076606e-16,0.315962013639846,0.432,0.16,1.76272502123528e-11,"8","ABI1",0.272
"MRPS9",8.20190865956511e-16,0.39667194679075,0.333,0.1,1.83378273810557e-11,"8","MRPS9",0.233
"UBL31",8.25948785381073e-16,0.450656587728537,0.514,0.217,1.846656294355e-11,"8","UBL3",0.297
"ABCD3",8.5646233140932e-16,0.389823894693073,0.405,0.144,1.91487848056496e-11,"8","ABCD3",0.261
"NSMCE11",9.31904800763622e-16,0.459576219099334,0.532,0.224,2.08355275354731e-11,"8","NSMCE1",0.308
"RDH14",9.38438025810291e-16,0.423282278735714,0.486,0.193,2.09815973810665e-11,"8","RDH14",0.293
"CCT31",1.05384141739431e-15,0.516984088386896,0.64,0.338,2.35617864101021e-11,"8","CCT3",0.302
"EML2",1.1385004667247e-15,0.300747071728686,0.333,0.101,2.54545934350309e-11,"8","EML2",0.232
"TRAK1",1.24310769204178e-15,0.395098564554035,0.297,0.083,2.77934017786702e-11,"8","TRAK1",0.214
"CTBP2",1.36508669806276e-15,0.392603599717018,0.432,0.158,3.05206083952872e-11,"8","CTBP2",0.274
"RRAGA",1.4648806542221e-15,0.667131728611742,0.622,0.33,3.27518016670977e-11,"8","RRAGA",0.292
"SH2D4A",1.4686837517093e-15,0.257500021680081,0.252,0.063,3.28368313207165e-11,"8","SH2D4A",0.189
"CD591",1.47793668595293e-15,0.783640252765608,0.802,0.621,3.30437084245356e-11,"8","CD59",0.181
"EIF3D1",1.61939435603952e-15,0.460402396707942,0.667,0.346,3.62064190123316e-11,"8","EIF3D",0.321
"MORF4L12",1.66880091845977e-15,0.60789202675975,0.811,0.603,3.73110509349236e-11,"8","MORF4L1",0.208
"ANAPC5",1.79253108499071e-15,0.399074211463162,0.532,0.229,4.00774099982224e-11,"8","ANAPC5",0.303
"SMIM141",1.85598507204654e-15,0.642504028199504,0.595,0.302,4.14961142408166e-11,"8","SMIM14",0.293
"SF3B4",2.18132528864847e-15,0.253964904388579,0.486,0.193,4.87700708036025e-11,"8","SF3B4",0.293
"SMYD3",2.72840573548542e-15,0.286853639747881,0.369,0.123,6.10016954339831e-11,"8","SMYD3",0.246
"ACSS1",2.92680358700491e-15,0.392160821024759,0.297,0.083,6.54374745982559e-11,"8","ACSS1",0.214
"PYCR2",3.08336178162504e-15,0.587104581976359,0.486,0.209,6.89378027135727e-11,"8","PYCR2",0.277
"NUDT41",3.19460944505053e-15,0.445971660484012,0.432,0.164,7.14250779724397e-11,"8","NUDT4",0.268
"SERP11",3.19472805736743e-15,0.654283071058088,0.793,0.557,7.14277299066211e-11,"8","SERP1",0.236
"RAB28",3.70880095002265e-15,0.322276535193575,0.306,0.088,8.29213716406064e-11,"8","RAB28",0.218
"DGKH",4.37622804059859e-15,0.447399594245628,0.306,0.088,9.78437065317033e-11,"8","DGKH",0.218
"PHIP",4.54612075460615e-15,0.64595379221962,0.55,0.255,1.01642167831484e-10,"8","PHIP",0.295
"IDH3A",4.91152680848141e-15,0.637476817358029,0.342,0.114,1.09811916384027e-10,"8","IDH3A",0.228
"BUD23",4.94383529505209e-15,0.40308216662405,0.622,0.304,1.10534269526775e-10,"8","BUD23",0.318
"H3F3A3",5.04488009038877e-15,0.545856581714122,0.901,0.806,1.12793429060912e-10,"8","H3F3A",0.095
"SSB",7.23545931003711e-15,0.549620730596601,0.676,0.418,1.6177039925381e-10,"8","SSB",0.258
"ERBB32",7.35238726340719e-15,0.509877312308615,0.396,0.139,1.64384674435258e-10,"8","ERBB3",0.257
"CHCHD10",7.8743927258125e-15,0.660599967575589,0.55,0.256,1.76055672563716e-10,"8","CHCHD10",0.294
"USP10",8.30502613852183e-15,0.3757555920203,0.351,0.117,1.85683774405071e-10,"8","USP10",0.234
"SINHCAF",8.33049348615599e-15,0.49760278127255,0.405,0.147,1.86253173363476e-10,"8","SINHCAF",0.258
"DTX3",8.37465081585222e-15,0.319399892418195,0.27,0.073,1.87240442940824e-10,"8","DTX3",0.197
"NET1",8.72442581784252e-15,0.381274533985803,0.369,0.126,1.95060712435323e-10,"8","NET1",0.243
"ING2",9.38175527667591e-15,0.512337375568843,0.45,0.179,2.0975728447592e-10,"8","ING2",0.271
"DNAJC10",9.55376734054524e-15,0.542714760160609,0.378,0.134,2.13603130199911e-10,"8","DNAJC10",0.244
"IARS2",1.00213371946189e-14,0.320756675224495,0.423,0.156,2.2405705699729e-10,"8","IARS2",0.267
"TKFC",1.11556856988126e-14,0.260923713149529,0.27,0.074,2.49418820854051e-10,"8","TKFC",0.196
"IGF1R",1.14875760413306e-14,0.305681777293585,0.297,0.089,2.56839225132069e-10,"8","IGF1R",0.208
"FAM92A1",1.38766967762383e-14,0.31439197768718,0.261,0.071,3.10255186523136e-10,"8","FAM92A",0.19
"TM9SF2",1.49476290534233e-14,0.38635683968275,0.622,0.311,3.34199090376439e-10,"8","TM9SF2",0.311
"MARCH6",1.65864734987468e-14,0.389365201362598,0.586,0.283,3.70840374484981e-10,"8","MARCH6",0.303
"BCL2L12",1.75013060459948e-14,0.460501518504106,0.604,0.283,3.91294200576352e-10,"8","BCL2L1",0.321
"MARCKS2",1.80031804151643e-14,0.343875612287583,0.486,0.182,4.02515107722243e-10,"8","MARCKS",0.304
"H2AFY",1.8044297995504e-14,0.498337004591403,0.676,0.366,4.03434414583478e-10,"8","H2AFY",0.31
"PIN1",1.87832825567353e-14,0.457921997274622,0.559,0.272,4.19956631403488e-10,"8","PIN1",0.287
"PDK42",1.92945486974657e-14,0.452235152074,0.622,0.272,4.31387519777939e-10,"8","PDK4",0.35
"MAML21",1.94998160057938e-14,0.273132303793172,0.306,0.091,4.35976886257537e-10,"8","MAML2",0.215
"SLC25A241",2.20415278356473e-14,0.372203886216806,0.351,0.119,4.92804479349403e-10,"8","SLC25A24",0.232
"RIOX2",2.43654611135846e-14,0.333045792874406,0.261,0.07,5.44762979577524e-10,"8","RIOX2",0.191
"NUDT14",2.58112822050389e-14,0.474470258104787,0.568,0.289,5.7708864754026e-10,"8","NUDT14",0.279
"MTURN",2.7537568018211e-14,0.322310292160766,0.333,0.107,6.15684945751161e-10,"8","MTURN",0.226
"DNAJB62",2.75465323103422e-14,0.544751388194638,0.676,0.377,6.15885369394631e-10,"8","DNAJB6",0.299
"RB1CC11",2.85960292621739e-14,0.325487608369087,0.459,0.183,6.39350022243685e-10,"8","RB1CC1",0.276
"AHI11",2.86633325179117e-14,0.51185307445892,0.495,0.217,6.40854788435471e-10,"8","AHI1",0.278
"HK1",3.0981433648379e-14,0.3859761531859,0.414,0.155,6.92682893510457e-10,"8","HK1",0.259
"PGRMC11",3.34681618139191e-14,0.589851912620914,0.676,0.388,7.48281161835603e-10,"8","PGRMC1",0.288
"CUEDC1",3.53872878250023e-14,0.351801575023143,0.252,0.068,7.91188981191401e-10,"8","CUEDC1",0.184
"ACADM",3.60320776558966e-14,0.463353461282462,0.468,0.197,8.05605192230537e-10,"8","ACADM",0.271
"SUDS3",3.70326312167094e-14,0.301150091334094,0.369,0.13,8.27975568743188e-10,"8","SUDS3",0.239
"PRKAR2A",3.85627117359003e-14,0.253330395540087,0.396,0.147,8.62185108991258e-10,"8","PRKAR2A",0.249
"DMAC1",4.70661310002915e-14,0.435859784861451,0.523,0.227,1.05230455690452e-09,"8","DMAC1",0.296
"PSIP11",4.73444842471308e-14,0.472185192171752,0.486,0.2,1.05852797879735e-09,"8","PSIP1",0.286
"INTS10",4.82308160223684e-14,0.45894362352951,0.432,0.171,1.07834458462811e-09,"8","INTS10",0.261
"MIR200CHG",5.68458813006852e-14,0.362198164715145,0.306,0.094,1.27096021412072e-09,"8","MIR200CHG",0.212
"KIAA0232",5.68827580372048e-14,0.414057882039791,0.306,0.094,1.27178470419582e-09,"8","KIAA0232",0.212
"TP53INP1",5.86540441104754e-14,0.612734830658498,0.36,0.127,1.31138711822201e-09,"8","TP53INP1",0.233
"TMBIM62",6.96351134098455e-14,0.564342057666122,0.82,0.692,1.55690186561733e-09,"8","TMBIM6",0.128
"CBX51",9.49983303427497e-14,0.343548900649119,0.477,0.197,2.1239726698032e-09,"8","CBX5",0.28
"ADSS1",9.56803141822695e-14,0.276154159406811,0.405,0.159,2.13922046448718e-09,"8","ADSS",0.246
"SESN11",1.01350425617143e-13,0.278922216595595,0.297,0.089,2.26599281594807e-09,"8","SESN1",0.208
"TSPAN32",1.01798523797775e-13,0.547169420203894,0.739,0.465,2.27601139507066e-09,"8","TSPAN3",0.274
"RAMP12",1.05525334195996e-13,0.3415603091892,0.288,0.084,2.35933542195409e-09,"8","RAMP1",0.204
"CCT2",1.10552524653482e-13,0.420689043229328,0.586,0.285,2.47173334620256e-09,"8","CCT2",0.301
"SLC25A42",1.1173413268176e-13,0.513974441787508,0.622,0.315,2.49815173849878e-09,"8","SLC25A4",0.307
"RARRES32",1.282070529468e-13,0.583600148394639,0.649,0.361,2.86645328978455e-09,"8","RARRES3",0.288
"LMBRD1",1.4852393053829e-13,0.323959358087901,0.459,0.189,3.32069803897508e-09,"8","LMBRD1",0.27
"PRDX31",1.49067571643036e-13,0.48808998674087,0.604,0.313,3.33285276679499e-09,"8","PRDX3",0.291
"ARFGEF31",1.54479835958025e-13,0.519342200344168,0.423,0.173,3.45386017234953e-09,"8","ARFGEF3",0.25
"TMEM1231",1.60800135206896e-13,0.40582407618032,0.676,0.385,3.59516942295578e-09,"8","TMEM123",0.291
"ARL4A1",1.87177447606682e-13,0.316643120073797,0.514,0.221,4.1849133735902e-09,"8","ARL4A",0.293
"R3HCC1",1.91010117282374e-13,0.283379399444935,0.369,0.132,4.27060420219931e-09,"8","R3HCC1",0.237
"SPAG7",2.03242024132374e-13,0.572247240419465,0.604,0.326,4.54408517555161e-09,"8","SPAG7",0.278
"PLPP5",2.05927757336997e-13,0.350143480650063,0.505,0.221,4.60413279854057e-09,"8","PLPP5",0.284
"AP1M22",2.08682728657769e-13,0.418793229159839,0.405,0.157,4.6657284473304e-09,"8","AP1M2",0.248
"HMGB2",2.23463923901729e-13,0.311938112311452,0.577,0.279,4.99620641059487e-09,"8","HMGB2",0.298
"NARS",2.27968892692544e-13,0.426577966976731,0.559,0.27,5.09692850281989e-09,"8","NARS",0.289
"FBXO8",2.37688703951677e-13,0.255602909205679,0.306,0.097,5.3142440429516e-09,"8","FBXO8",0.209
"BNIP32",2.42647478560477e-13,0.447197292426144,0.595,0.301,5.42511232565514e-09,"8","BNIP3",0.294
"CLSTN1",2.65735572171061e-13,0.388605765493472,0.351,0.124,5.94131592260058e-09,"8","CLSTN1",0.227
"SERPINB61",2.92367757412911e-13,0.414138789833663,0.703,0.392,6.53675832023787e-09,"8","SERPINB6",0.311
"RAB40B",3.62902136785781e-13,0.289394618405466,0.252,0.07,8.11376597425649e-09,"8","RAB40B",0.182
"SMARCA4",4.43751836393899e-13,0.411092811029783,0.45,0.185,9.9214035580948e-09,"8","SMARCA4",0.265
"MDH1",4.55879919295526e-13,0.573189220397668,0.577,0.305,1.01925632356094e-08,"8","MDH1",0.272
"SLC25A36",4.67209406337119e-13,0.268141982089705,0.432,0.177,1.04458679068853e-08,"8","SLC25A36",0.255
"PDIA41",4.77811616126288e-13,0.601746716611453,0.577,0.302,1.06829121133516e-08,"8","PDIA4",0.275
"MTX1",5.17387042936384e-13,0.301204707557054,0.459,0.195,1.15677395059717e-08,"8","MTX1",0.264
"MRPL57",5.30248737466388e-13,0.523777997130731,0.667,0.406,1.18553012722735e-08,"8","MRPL57",0.261
"TBCB2",5.3593853725501e-13,0.380568825893837,0.568,0.286,1.19825138159475e-08,"8","TBCB",0.282
"CYP27A1",5.47035355827128e-13,0.36392703809966,0.387,0.148,1.22306164855829e-08,"8","CYP27A1",0.239
"GMPPB",5.51947178032648e-13,0.342148776358369,0.306,0.101,1.23404350064539e-08,"8","GMPPB",0.205
"GLOD4",6.59622850574893e-13,0.298775498290099,0.468,0.195,1.47478476931535e-08,"8","GLOD4",0.273
"ABHD3",6.59716413075408e-13,0.301887857038395,0.252,0.072,1.474993956354e-08,"8","ABHD3",0.18
"RAB11FIP11",7.19169628603108e-13,0.288542197061789,0.477,0.211,1.60791945563083e-08,"8","RAB11FIP1",0.266
"ZSCAN18",7.42333393402713e-13,0.346211538013943,0.459,0.199,1.65970900096978e-08,"8","ZSCAN18",0.26
"F11R1",7.9370722479372e-13,0.447776542843149,0.559,0.275,1.7745706131938e-08,"8","F11R",0.284
"CAST2",8.22418903278537e-13,0.660499793290647,0.703,0.43,1.83876418395015e-08,"8","CAST",0.273
"SYPL11",8.54251886311107e-13,0.550875046790231,0.694,0.386,1.90993636741437e-08,"8","SYPL1",0.308
"PAPOLA",8.97861620065479e-13,0.455571981959107,0.64,0.362,2.0074390101424e-08,"8","PAPOLA",0.278
"CLIP11",9.05623399825785e-13,0.430648662525787,0.477,0.213,2.02479279733049e-08,"8","CLIP1",0.264
"FUCA11",1.11713670167029e-12,0.32436726273406,0.441,0.186,2.49769423759444e-08,"8","FUCA1",0.255
"MTMR6",1.12510633555323e-12,0.338913069894356,0.297,0.094,2.51551274502992e-08,"8","MTMR6",0.203
"CRNDE1",1.28006509252533e-12,0.574278720829442,0.477,0.231,2.86196953386813e-08,"8","CRNDE",0.246
"HDGF",1.29602643830364e-12,0.521299381935552,0.505,0.237,2.89765591075929e-08,"8","HDGF",0.268
"CEP63",1.3502145310905e-12,0.428538063800942,0.297,0.095,3.01880964861215e-08,"8","CEP63",0.202
"SPART1",1.60023439612082e-12,0.406998375968144,0.459,0.202,3.57780406284694e-08,"8","SPART",0.257
"VGLL4",1.60131045193117e-12,0.289298378841586,0.405,0.16,3.58020990842772e-08,"8","VGLL4",0.245
"CYB5R1",1.63456899971379e-12,0.484299976846016,0.45,0.2,3.65456936956008e-08,"8","CYB5R1",0.25
"TACC22",1.64645775156961e-12,0.423248288589334,0.55,0.262,3.68115024095933e-08,"8","TACC2",0.288
"ARPC1A1",1.66825827177523e-12,0.47140998809011,0.613,0.329,3.72989184403506e-08,"8","ARPC1A",0.284
"AZI21",1.68200463238859e-12,0.263578263225877,0.423,0.176,3.7606259570944e-08,"8","AZI2",0.247
"PIH1D1",1.71411105845404e-12,0.25685430225723,0.441,0.183,3.83240950449155e-08,"8","PIH1D1",0.258
"MED31",1.7904129821121e-12,0.340990664960847,0.351,0.127,4.00300534540623e-08,"8","MED31",0.224
"CHID11",1.98494076312912e-12,0.308817141209374,0.495,0.225,4.43793055820408e-08,"8","CHID1",0.27
"YEATS4",2.03058030248168e-12,0.313238501401597,0.306,0.105,4.53997144028854e-08,"8","YEATS4",0.201
"SCPEP12",2.06544220620254e-12,0.635910339458515,0.586,0.313,4.61791568462763e-08,"8","SCPEP1",0.273
"MYH141",2.13781372156869e-12,0.480365830271101,0.36,0.139,4.77972391868329e-08,"8","MYH14",0.221
"PSMD41",3.06627447376015e-12,0.462647571581413,0.622,0.331,6.85557646843294e-08,"8","PSMD4",0.291
"PDHB1",3.09655682442226e-12,0.432909129917806,0.486,0.217,6.92328174804329e-08,"8","PDHB",0.269
"ATXN7L3B",3.14624016165691e-12,0.329264952708428,0.342,0.127,7.03436375343253e-08,"8","ATXN7L3B",0.215
"DCAF6",3.15835196674184e-12,0.382314314399575,0.36,0.134,7.06144332724141e-08,"8","DCAF6",0.226
"NDUFA8",3.23845003120251e-12,0.341422949764252,0.541,0.257,7.24052657976256e-08,"8","NDUFA8",0.284
"CCT71",3.34822760991895e-12,0.465329248948903,0.595,0.321,7.48596729025678e-08,"8","CCT7",0.274
"CMTM6",3.37093368613152e-12,0.370143773611963,0.523,0.256,7.53673353545285e-08,"8","CMTM6",0.267
"CCDC1861",3.54829164666111e-12,0.359016606360217,0.459,0.197,7.93327046360492e-08,"8","CCDC186",0.262
"GADD45GIP11",3.69038192363429e-12,0.576689749957639,0.658,0.401,8.25095590486155e-08,"8","GADD45GIP1",0.257
"ACTL6A",3.91465155350745e-12,0.268112569217794,0.342,0.124,8.75237794333197e-08,"8","ACTL6A",0.218
"MAGEF11",4.10800742813176e-12,0.322982520842616,0.423,0.179,9.18468300781698e-08,"8","MAGEF1",0.244
"WWC1",4.15204126158882e-12,0.303093517806247,0.306,0.107,9.28313385266028e-08,"8","WWC1",0.199
"PPP4R2",4.42493395452615e-12,0.491427496058733,0.432,0.182,9.89326733552956e-08,"8","PPP4R2",0.25
"PPID",4.70439780057344e-12,0.267121974980673,0.288,0.094,1.05180926025221e-07,"8","PPID",0.194
"ZCRB1",5.06067713965036e-12,0.50276060499252,0.586,0.31,1.13146619488303e-07,"8","ZCRB1",0.276
"PIBF1",5.11216050684073e-12,0.543658911458414,0.306,0.105,1.14297684611945e-07,"8","PIBF1",0.201
"MRPL41",5.35352254615345e-12,0.332336499031342,0.595,0.314,1.19694057086899e-07,"8","MRPL41",0.281
"WDTC1",5.41290077585014e-12,0.300049226074245,0.252,0.077,1.21021635546457e-07,"8","WDTC1",0.175
"SPRYD3",6.30393714303475e-12,0.305561802437327,0.288,0.096,1.40943426643971e-07,"8","SPRYD3",0.192
"C19orf701",6.82418136812598e-12,0.466172032771971,0.631,0.378,1.52575047028561e-07,"8","C19orf70",0.253
"LLGL22",7.29974511042268e-12,0.271048758089794,0.36,0.135,1.6320770117883e-07,"8","LLGL2",0.225
"SDHC1",7.63269434315798e-12,0.425961325061803,0.649,0.389,1.70651780124326e-07,"8","SDHC",0.26
"ANXA13",8.37433887030308e-12,0.461891595236574,0.856,0.712,1.87233468462236e-07,"8","ANXA1",0.144
"TSC2",8.92525317122297e-12,0.260371613503457,0.324,0.112,1.99550810402203e-07,"8","TSC2",0.212
"GTF2H5",9.14275285395546e-12,0.423053311421702,0.586,0.319,2.04413668308736e-07,"8","GTF2H5",0.267
"BBIP1",9.53153266136695e-12,0.319278263555581,0.387,0.157,2.13106007242842e-07,"8","BBIP1",0.23
"ALDH7A1",9.67135905482313e-12,0.462428601370089,0.369,0.141,2.16232245747736e-07,"8","ALDH7A1",0.228
"IFT20",1.07668386369981e-11,0.411557720779826,0.477,0.225,2.40724978246004e-07,"8","IFT20",0.252
"ALKBH5",1.17052361653197e-11,0.36874110820446,0.459,0.202,2.61705670184218e-07,"8","ALKBH5",0.257
"GMPR2",1.18704703152635e-11,0.343054679060159,0.387,0.156,2.65399975308662e-07,"8","GMPR2",0.231
"PFDN52",1.26709695732934e-11,0.383351747816581,0.874,0.74,2.83297537719695e-07,"8","PFDN5",0.134
"YWHAH2",1.46395446307018e-11,0.410936632943747,0.622,0.323,3.2731093885323e-07,"8","YWHAH",0.299
"TCP1",1.54122864117573e-11,0.327095615683831,0.577,0.299,3.44587899594069e-07,"8","TCP1",0.278
"CHCHD2",1.56772637855424e-11,0.452168447505766,0.856,0.667,3.50512263717157e-07,"8","CHCHD2",0.189
"UGCG",1.63474323326275e-11,0.533971879619429,0.432,0.191,3.65495892092886e-07,"8","UGCG",0.241
"GOLGB1",1.79559954305249e-11,0.422884767601859,0.523,0.253,4.01460145835677e-07,"8","GOLGB1",0.27
"AKR1C11",1.84803475525013e-11,0.337956351678489,0.351,0.135,4.13183610578823e-07,"8","AKR1C1",0.216
"C9orf1521",2.04082477349409e-11,0.255522553576619,0.252,0.078,4.56287602857808e-07,"8","C9orf152",0.174
"SF3B2",2.06523510640923e-11,0.380692040407269,0.631,0.348,4.61745265090975e-07,"8","SF3B2",0.283
"THAP4",2.06877371243591e-11,0.421439936986726,0.315,0.116,4.62536426626421e-07,"8","THAP4",0.199
"SS18",2.11949157718749e-11,0.288266365548703,0.396,0.165,4.7387592682758e-07,"8","SS18",0.231
"RALB1",2.12464366355338e-11,0.273583116030036,0.369,0.14,4.75027830297264e-07,"8","RALB",0.229
"ABHD14A",2.15672436795356e-11,0.293470364507695,0.414,0.175,4.82200434187056e-07,"8","ABHD14A",0.239
"GLUL2",2.30790345863325e-11,0.397848657278849,0.82,0.585,5.16001055281221e-07,"8","GLUL",0.235
"HSPD11",2.36557848732559e-11,0.444128353128758,0.649,0.385,5.28896038196254e-07,"8","HSPD1",0.264
"ARSD2",2.38543693584367e-11,0.281516959123493,0.414,0.178,5.33335990115928e-07,"8","ARSD",0.236
"UQCRC11",2.54368960608747e-11,0.386688261369634,0.55,0.279,5.68718122129037e-07,"8","UQCRC1",0.271
"CELF1",2.5532226124811e-11,0.32003418811473,0.486,0.225,5.70849511698523e-07,"8","CELF1",0.261
"NDUFB71",2.8965412453973e-11,0.423112054823422,0.748,0.474,6.47608691645927e-07,"8","NDUFB7",0.274
