"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"SFTPC",0,3.15006963899025,0.999,0.779,0,"0","SFTPC",0.22
"SFTPA1",0,2.83021962781713,0.999,0.467,0,"0","SFTPA1",0.532
"SFTPA2",0,2.70238273902197,0.999,0.503,0,"0","SFTPA2",0.496
"PGC",0,2.46545184686317,0.989,0.186,0,"0","PGC",0.803
"SERPINA1",0,2.10356912382644,0.984,0.337,0,"0","SERPINA1",0.647
"NPC2",0,2.021645064895,0.998,0.599,0,"0","NPC2",0.399
"SFTPB",0,1.91743621378141,1,0.656,0,"0","SFTPB",0.344
"SFTPD",0,1.91307556773681,0.996,0.267,0,"0","SFTPD",0.729
"SLPI",0,1.85050469408488,0.999,0.338,0,"0","SLPI",0.661
"NAPSA",0,1.83119246108694,0.999,0.351,0,"0","NAPSA",0.648
"CXCL2",0,1.72632201301825,0.952,0.285,0,"0","CXCL2",0.667
"WIF1",0,1.69058410494859,0.949,0.112,0,"0","WIF1",0.837
"SFTA2",0,1.63285926285573,0.994,0.254,0,"0","SFTA2",0.74
"NNMT",0,1.60973772011157,0.941,0.336,0,"0","NNMT",0.605
"CXCL17",0,1.47760568460763,0.981,0.223,0,"0","CXCL17",0.758
"CTSH",0,1.46270914947334,0.994,0.415,0,"0","CTSH",0.579
"LAMP3",0,1.45902209235194,0.932,0.061,0,"0","LAMP3",0.871
"LRRK2",0,1.45053033221769,0.887,0.098,0,"0","LRRK2",0.789
"FABP5",0,1.43037436620675,0.965,0.226,0,"0","FABP5",0.739
"PEBP4",0,1.42420847908018,0.963,0.154,0,"0","PEBP4",0.809
"DBI",0,1.40900010876186,0.986,0.459,0,"0","DBI",0.527
"ABCA3",0,1.38075705126375,0.931,0.11,0,"0","ABCA3",0.821
"FGGY",0,1.3704983153239,0.958,0.14,0,"0","FGGY",0.818
"PLA2G1B",0,1.35449846991084,0.876,0.057,0,"0","PLA2G1B",0.819
"SDR16C5",0,1.3496588937648,0.922,0.123,0,"0","SDR16C5",0.799
"SCGB3A1",0,1.31135645750859,0.995,0.68,0,"0","SCGB3A1",0.315
"SDC4",0,1.30544844782639,0.98,0.25,0,"0","SDC4",0.73
"DMBT1",0,1.29383526696042,0.69,0.06,0,"0","DMBT1",0.63
"MGST1",0,1.28449899354496,0.987,0.267,0,"0","MGST1",0.72
"CHI3L2",0,1.23505377498835,0.772,0.064,0,"0","CHI3L2",0.708
"AREG",0,1.21375746322933,0.92,0.219,0,"0","AREG",0.701
"CPB2",0,1.20362085997746,0.822,0.036,0,"0","CPB2",0.786
"SLC34A2",0,1.19878484018588,0.979,0.238,0,"0","SLC34A2",0.741
"TCIM",0,1.19573141551624,0.983,0.442,0,"0","TCIM",0.541
"CA2",0,1.18218158984631,0.823,0.085,0,"0","CA2",0.738
"MUC1",0,1.16160368266644,0.991,0.247,0,"0","MUC1",0.744
"C16orf89",0,1.15324807783233,0.958,0.194,0,"0","C16orf89",0.764
"CYB5A",0,1.13660763717326,0.993,0.511,0,"0","CYB5A",0.482
"MFSD2A",0,1.11885258839025,0.781,0.082,0,"0","MFSD2A",0.699
"STEAP4",0,1.11513357305009,0.814,0.142,0,"0","STEAP4",0.672
"GKN2",0,1.09037240302143,0.762,0.092,0,"0","GKN2",0.67
"MID1IP1",0,1.05579667022685,0.827,0.2,0,"0","MID1IP1",0.627
"SFTA3",0,1.0432597892485,0.939,0.199,0,"0","SFTA3",0.74
"LPCAT1",0,1.03517971888212,0.884,0.154,0,"0","LPCAT1",0.73
"HHIP",0,0.96801026217019,0.715,0.038,0,"0","HHIP",0.677
"ZDHHC3",0,0.957061417274932,0.748,0.166,0,"0","ZDHHC3",0.582
"C4BPA",0,0.954028525417643,0.936,0.171,0,"0","C4BPA",0.765
"PIGR",0,0.931773215511412,0.975,0.249,0,"0","PIGR",0.726
"AZGP1",0,0.929066144864588,0.426,0.03,0,"0","AZGP1",0.396
"IL20RA",0,0.924097439795385,0.648,0.067,0,"0","IL20RA",0.581
"SLC6A14",0,0.916500523894766,0.571,0.041,0,"0","SLC6A14",0.53
"SAT1",0,0.909094289000515,0.996,0.696,0,"0","SAT1",0.3
"SPTSSA",0,0.904994299962706,0.909,0.29,0,"0","SPTSSA",0.619
"CHI3L1",0,0.903497262598717,0.637,0.071,0,"0","CHI3L1",0.566
"MSMO1",0,0.882749926204161,0.786,0.153,0,"0","MSMO1",0.633
"MBIP",0,0.881445064803545,0.867,0.227,0,"0","MBIP",0.64
"SELENBP1",0,0.880411845937976,0.915,0.243,0,"0","SELENBP1",0.672
"FASN",0,0.876049557007342,0.741,0.086,0,"0","FASN",0.655
"ALPL",0,0.862615111788745,0.755,0.084,0,"0","ALPL",0.671
"ALOX15B",0,0.857094470511345,0.694,0.044,0,"0","ALOX15B",0.65
"C11orf96",0,0.852180079526683,0.766,0.13,0,"0","C11orf96",0.636
"F3",0,0.836357968581573,0.799,0.191,0,"0","F3",0.608
"C2",0,0.833168631672019,0.807,0.095,0,"0","C2",0.712
"DHCR24",0,0.828717109285122,0.882,0.19,0,"0","DHCR24",0.692
"MALL",0,0.817414258211917,0.922,0.219,0,"0","MALL",0.703
"C3",0,0.805114644665573,0.925,0.197,0,"0","C3",0.728
"CRTAC1",0,0.797595194162033,0.708,0.061,0,"0","CRTAC1",0.647
"RNF145",0,0.767949105876759,0.916,0.295,0,"0","RNF145",0.621
"UQCR10",0,0.736231258576289,0.968,0.42,0,"0","UQCR10",0.548
"PHLDA2",0,0.727644876703484,0.66,0.13,0,"0","PHLDA2",0.53
"ELF3",0,0.715032942602129,0.88,0.23,0,"0","ELF3",0.65
"ETV5",0,0.693983464582427,0.613,0.068,0,"0","ETV5",0.545
"MTHFS",0,0.692003344314512,0.681,0.096,0,"0","MTHFS",0.585
"PTP4A1",0,0.691289429509375,0.881,0.254,0,"0","PTP4A1",0.627
"CACNA2D2",0,0.685880102617614,0.659,0.078,0,"0","CACNA2D2",0.581
"NRGN",0,0.681114902905856,0.697,0.083,0,"0","NRGN",0.614
"AQP3",0,0.673133071116428,0.946,0.234,0,"0","AQP3",0.712
"DCXR",0,0.658971879774448,0.822,0.194,0,"0","DCXR",0.628
"S100A14",0,0.658246496559243,0.803,0.148,0,"0","S100A14",0.655
"PRDX5",0,0.658062703171146,0.98,0.463,0,"0","PRDX5",0.517
"AP000357.2",0,0.657396557097019,0.532,0.022,0,"0","AP000357.2",0.51
"TMEM243",0,0.650653037367422,0.87,0.253,0,"0","TMEM243",0.617
"MRPL14",0,0.640417219898832,0.879,0.256,0,"0","MRPL14",0.623
"P3H2",0,0.635805991564181,0.644,0.061,0,"0","P3H2",0.583
"AL162511.1",0,0.632810681700661,0.571,0.071,0,"0","AL162511.1",0.5
"SERPINF2",0,0.628071200056533,0.619,0.065,0,"0","SERPINF2",0.554
"AC079630.1",0,0.61728449562283,0.446,0.034,0,"0","AC079630.1",0.412
"SGMS2",0,0.610725504632001,0.654,0.133,0,"0","SGMS2",0.521
"RGS16",0,0.608641505622528,0.626,0.107,0,"0","RGS16",0.519
"NKX2-1",0,0.602684218621661,0.783,0.182,0,"0","NKX2-1",0.601
"KCNJ15",0,0.599938172538563,0.627,0.077,0,"0","KCNJ15",0.55
"HSD17B6",0,0.590191066959109,0.733,0.113,0,"0","HSD17B6",0.62
"FMO5",0,0.573894707283374,0.617,0.097,0,"0","FMO5",0.52
"MLPH",0,0.568863105500663,0.787,0.147,0,"0","MLPH",0.64
"FOLR1",0,0.562198942983856,0.941,0.24,0,"0","FOLR1",0.701
"PMM1",0,0.551872341052942,0.707,0.139,0,"0","PMM1",0.568
"RASGRF1",0,0.544524065471648,0.525,0.042,0,"0","RASGRF1",0.483
"GSTA4",0,0.531928938620281,0.706,0.14,0,"0","GSTA4",0.566
"AK1",0,0.530842955324227,0.636,0.089,0,"0","AK1",0.547
"CRNDE",0,0.476805734313553,0.606,0.105,0,"0","CRNDE",0.501
"CSF3R",0,0.476535867492765,0.602,0.071,0,"0","CSF3R",0.531
"CLDN18",0,0.476384174019849,0.741,0.095,0,"0","CLDN18",0.646
"ZNF385B",0,0.473330213723574,0.492,0.043,0,"0","ZNF385B",0.449
"SLC22A31",0,0.470324541530837,0.522,0.06,0,"0","SLC22A31",0.462
"DMKN",0,0.465097036830934,0.712,0.144,0,"0","DMKN",0.568
"DUOXA1",0,0.45550677135825,0.532,0.062,0,"0","DUOXA1",0.47
"PLA2G4F",0,0.451909835548456,0.46,0.028,0,"0","PLA2G4F",0.432
"WFDC2",0,0.419947135457529,0.947,0.26,0,"0","WFDC2",0.687
"LRRC36",0,0.393361275938803,0.416,0.027,0,"0","LRRC36",0.389
"HOPX",7.51231664623779e-307,0.638817326501649,0.972,0.321,1.67960375576584e-302,"0","HOPX",0.651
"DRAM1",3.0710224674426e-306,0.536132194730419,0.696,0.158,6.86619203270817e-302,"0","DRAM1",0.538
"NECAB1",1.43362263085194e-305,0.409173798209893,0.484,0.051,3.20529347805876e-301,"0","NECAB1",0.433
"POLR3H",8.48288318393722e-301,0.463987691073128,0.568,0.096,1.89660302226468e-296,"0","POLR3H",0.472
"TSTD1",5.11779475442171e-298,0.44560818379351,0.848,0.225,1.14423655119361e-293,"0","TSTD1",0.623
"DUOX1",2.91262006884416e-297,0.441074181825402,0.525,0.074,6.51203594992176e-293,"0","DUOX1",0.451
"RND1",1.14321898115854e-296,1.06097869834459,0.538,0.084,2.55600899807427e-292,"0","RND1",0.454
"SMIM22",2.97430475311518e-295,0.385183149951904,0.722,0.15,6.64995056701491e-291,"0","SMIM22",0.572
"PARM1",1.71591397316514e-291,0.414560465932416,0.519,0.073,3.83644046120263e-287,"0","PARM1",0.446
"PCBD1",1.38267161741209e-288,0.475925321304188,0.783,0.219,3.09137720220994e-284,"0","PCBD1",0.564
"APOH",5.45302686344596e-283,0.458820925760031,0.429,0.04,1.21918774612925e-278,"0","APOH",0.389
"AGR2",4.42080632431411e-282,0.417284730559986,0.693,0.146,9.88403877990149e-278,"0","AGR2",0.547
"FXYD3",1.30990848686388e-279,0.252718369230367,0.875,0.225,2.92869339493026e-275,"0","FXYD3",0.65
"TSPAN3",1.68639708510464e-277,0.552991393058622,0.891,0.321,3.77044660287696e-273,"0","TSPAN3",0.57
"ARMC9",2.96206736792851e-277,0.412724947352251,0.491,0.067,6.62259022121455e-273,"0","ARMC9",0.424
"ACSL4",1.59621687068593e-271,0.398437846713325,0.585,0.117,3.5688216794796e-267,"0","ACSL4",0.468
"EPHX1",5.05991783880206e-271,0.575096243359185,0.898,0.336,1.13129643039936e-266,"0","EPHX1",0.562
"SNX25",2.71271861876184e-270,0.466780495322249,0.47,0.063,6.06509628782772e-266,"0","SNX25",0.407
"TACC2",3.05659448751905e-270,0.496861932186634,0.626,0.14,6.8339339551951e-266,"0","TACC2",0.486
"CDK2AP2",2.13793153118447e-268,0.419280209323527,0.744,0.206,4.77998731742224e-264,"0","CDK2AP2",0.538
"SELENOP",4.18006211986851e-267,0.530951368176821,0.979,0.473,9.34578288760202e-263,"0","SELENOP",0.506
"BTG3",3.50834698350354e-266,0.506538945397993,0.819,0.266,7.84396218571721e-262,"0","BTG3",0.553
"AHCYL2",8.15241274372316e-266,0.434635497896559,0.508,0.082,1.82271644124162e-261,"0","AHCYL2",0.426
"TRIB1",1.34999573827762e-265,0.545263451080839,0.699,0.183,3.01832047164111e-261,"0","TRIB1",0.516
"LGI3",1.79318301565706e-265,0.33794152829767,0.335,0.014,4.00919858640606e-261,"0","LGI3",0.321
"TMEM163",8.96232929172267e-265,0.299101315505129,0.365,0.024,2.00379758304336e-260,"0","TMEM163",0.341
"SOD2",3.91518021629334e-263,0.745590609150471,0.885,0.344,8.75355992758865e-259,"0","SOD2",0.541
"PPP1R1B",2.40476948404214e-262,0.384398260403342,0.493,0.07,5.37658361242141e-258,"0","PPP1R1B",0.423
"SH3YL1",4.30286255866065e-262,0.437132452546201,0.711,0.192,9.62034010865349e-258,"0","SH3YL1",0.519
"CLDN7",7.73332151262739e-261,0.401245660301669,0.769,0.199,1.72901602379323e-256,"0","CLDN7",0.57
"BMP2",1.85472994433991e-259,0.524492075906902,0.444,0.054,4.14680520955518e-255,"0","BMP2",0.39
"CITED2",7.29422697720564e-257,0.766812082583368,0.849,0.316,1.63084326756364e-252,"0","CITED2",0.533
"ITGB6",8.85399242481216e-257,0.413850999187197,0.558,0.103,1.9795756263395e-252,"0","ITGB6",0.455
"HMOX1",1.23264140864559e-254,0.399091918119281,0.473,0.069,2.7559396614498e-250,"0","HMOX1",0.404
"ANK3",3.50780001236299e-254,0.447282804243986,0.508,0.088,7.84273926764118e-250,"0","ANK3",0.42
"TNFRSF12A",1.17754900801317e-251,0.621561023267452,0.741,0.216,2.63276407211584e-247,"0","TNFRSF12A",0.525
"TUBA1C",5.37302179974858e-249,0.444976400458534,0.714,0.202,1.20130021398779e-244,"0","TUBA1C",0.512
"MPZL2",3.85155544220721e-248,0.377524334895424,0.702,0.188,8.61130765768688e-244,"0","MPZL2",0.514
"BEX2",9.69852594307491e-247,0.360164723201501,0.579,0.119,2.16839643035269e-242,"0","BEX2",0.46
"SCD",1.16785881854849e-245,0.385780738222398,0.557,0.111,2.61109874651072e-241,"0","SCD",0.446
"ODC1",5.06296573915996e-245,0.513395735997311,0.615,0.152,1.13197787996138e-240,"0","ODC1",0.463
"FLRT3",1.00458875179087e-244,0.499460348987863,0.487,0.078,2.24605953125402e-240,"0","FLRT3",0.409
"KRT8",4.17294048506315e-244,0.364250446974361,0.908,0.282,9.3298603365042e-240,"0","KRT8",0.626
"SLC26A9",1.79619227672634e-243,0.356654244830143,0.417,0.051,4.01592669230475e-239,"0","SLC26A9",0.366
"BLVRB",2.29839168421507e-243,0.398201592449431,0.793,0.25,5.13874412756805e-239,"0","BLVRB",0.543
"GOLT1A",1.47583812489862e-241,0.321272076888909,0.377,0.036,3.29967887964833e-237,"0","GOLT1A",0.341
"FAM177A1",4.63886771866308e-238,0.512358983845505,0.897,0.37,1.03715804453869e-233,"0","FAM177A1",0.527
"PTP4A3",1.83026878979894e-237,0.432608754297888,0.509,0.092,4.09211496023247e-233,"0","PTP4A3",0.417
"ERG28",5.56990068389089e-237,0.44676790292267,0.67,0.19,1.24531839490432e-232,"0","ERG28",0.48
"TMEM92",6.41117565385718e-235,0.334892903461616,0.378,0.04,1.43341065268939e-230,"0","TMEM92",0.338
"COA3",3.59353284068941e-234,0.432879778304837,0.73,0.226,8.03442072521338e-230,"0","COA3",0.504
"ICAM1",7.950155534414e-234,0.689614427712297,0.814,0.287,1.77749577438428e-229,"0","ICAM1",0.527
"SFN",1.5113854788013e-232,0.541837831811729,0.547,0.113,3.37915565350395e-228,"0","SFN",0.434
"HSD17B4",1.76918355602554e-232,0.417582901863132,0.675,0.195,3.95554059456191e-228,"0","HSD17B4",0.48
"TMPRSS2",7.03900683746081e-232,0.361066225382677,0.566,0.12,1.57378114871949e-227,"0","TMPRSS2",0.446
"SPRY4",5.32629599822517e-230,0.401932296937528,0.479,0.082,1.19085325928318e-225,"0","SPRY4",0.397
"POLR2L",8.98074484982017e-230,0.574306382770948,0.987,0.537,2.00791493352279e-225,"0","POLR2L",0.45
"CHP1",1.60250194311493e-229,0.415755214086244,0.704,0.215,3.58287384441636e-225,"0","CHP1",0.489
"ATP1B1",6.53212181128538e-228,0.382440615371297,0.846,0.267,1.46045179456719e-223,"0","ATP1B1",0.579
"CSTB",2.13458379881245e-226,0.562730191437448,0.977,0.536,4.77250245738487e-222,"0","CSTB",0.441
"AGPAT2",3.08671996386843e-226,0.354732908767706,0.728,0.217,6.90128849521703e-222,"0","AGPAT2",0.511
"ZNF593",6.43453679403269e-225,0.368877274853177,0.587,0.144,1.43863373640983e-220,"0","ZNF593",0.443
"UQCRQ",8.04435183390609e-225,0.522537094380155,0.968,0.478,1.79855618302472e-220,"0","UQCRQ",0.49
"DUSP6",4.70908339066336e-224,0.656988980724722,0.901,0.384,1.05285686448451e-219,"0","DUSP6",0.517
"MAL2",8.57059205446852e-224,0.252093994028055,0.678,0.177,1.91621297153807e-219,"0","MAL2",0.501
"CREB3L1",2.0427414465077e-222,0.364082070117396,0.468,0.08,4.56716132610191e-218,"0","CREB3L1",0.388
"EBP",3.07882220543246e-221,0.320201041986459,0.566,0.135,6.8836306869059e-217,"0","EBP",0.431
"ID1",1.09561877124331e-220,0.721203779729824,0.825,0.305,2.4495844487458e-216,"0","ID1",0.52
"QDPR",1.99091402134516e-220,0.325455248658727,0.561,0.13,4.45128556892352e-216,"0","QDPR",0.431
"SAT2",5.94854984928884e-219,0.338717145073313,0.705,0.215,1.329976775304e-214,"0","SAT2",0.49
"PTPN13",2.09894701694174e-218,0.385439206702503,0.455,0.081,4.69282574047833e-214,"0","PTPN13",0.374
"CKB",2.93966984459184e-218,0.468693353311605,0.743,0.232,6.57251383853844e-214,"0","CKB",0.511
"PON3",1.57591003699788e-216,0.280899806140109,0.45,0.074,3.52341966071985e-212,"0","PON3",0.376
"SNX30",8.77582601301625e-216,0.348436777139848,0.458,0.082,1.96209917999017e-211,"0","SNX30",0.376
"ASAH1",2.67473348222787e-214,0.441777247219777,0.943,0.419,5.98016911956508e-210,"0","ASAH1",0.524
"ACADL",6.8129634106599e-214,0.351368311426761,0.355,0.039,1.52324235935534e-209,"0","ACADL",0.316
"TM7SF2",1.51599927205735e-213,0.28544324900077,0.431,0.07,3.38947117246583e-209,"0","TM7SF2",0.361
"CAT",6.86911110513147e-212,0.35534890758467,0.772,0.263,1.53579586088529e-207,"0","CAT",0.509
"ZC3H12A",7.44892559240613e-209,0.364200457574788,0.492,0.103,1.66543078395016e-204,"0","ZC3H12A",0.389
"HMGCS1",5.11806126562869e-208,0.375270148834182,0.475,0.095,1.14429613776926e-203,"0","HMGCS1",0.38
"MED24",8.22943752181786e-208,0.920858468347298,0.561,0.156,1.83993764112804e-203,"0","MED24",0.405
"DDT",1.6293601120155e-207,0.342207891063212,0.828,0.312,3.64292333844426e-203,"0","DDT",0.516
"EVA1A",6.91421922771641e-207,0.332533144211845,0.469,0.091,1.54588113493283e-202,"0","EVA1A",0.378
"HHIP-AS1",1.16292818644827e-206,0.270570427864849,0.298,0.021,2.60007483926103e-202,"0","HHIP-AS1",0.277
"FGG",1.35902659406477e-205,1.24396429272822,0.295,0.021,3.03851165901001e-201,"0","FGG",0.274
"CEP70",2.51388490305614e-205,0.31827963284037,0.442,0.082,5.62054386625293e-201,"0","CEP70",0.36
"HYI",2.27423206571524e-204,0.31664021629629,0.583,0.153,5.08472805252612e-200,"0","HYI",0.43
"CLDN4",1.13473014110121e-203,0.319039422318433,0.774,0.236,2.53702964947409e-199,"0","CLDN4",0.538
"VSIG2",2.12660719322751e-203,0.274037844616598,0.508,0.108,4.75466836261807e-199,"0","VSIG2",0.4
"CHCHD7",3.979524895782e-203,0.361689621379295,0.578,0.154,8.89742176198939e-199,"0","CHCHD7",0.424
"SELENOM",5.78341036334555e-203,0.344839911644236,0.864,0.322,1.2930548890368e-198,"0","SELENOM",0.542
"CEBPD",9.48695148993449e-203,0.49971263826892,0.973,0.47,2.12109261411955e-198,"0","CEBPD",0.503
"AADAC",1.62032202353416e-202,0.323213030072725,0.322,0.031,3.62271598021768e-198,"0","AADAC",0.291
"B3GNT8",3.22697090568908e-202,0.293078922698698,0.386,0.054,7.21486155093965e-198,"0","B3GNT8",0.332
"TMEM125",3.23027603028876e-202,0.352511186868044,0.594,0.152,7.22225114851961e-198,"0","TMEM125",0.442
"RRAD",4.16424612362167e-202,0.589451924279026,0.476,0.099,9.31042148319333e-198,"0","RRAD",0.377
"SEC61G",1.77135959490589e-200,0.475328109648587,0.925,0.432,3.96040578229059e-196,"0","SEC61G",0.493
"LAMTOR5",1.74522242474682e-199,0.397581215981945,0.896,0.381,3.90196829724894e-195,"0","LAMTOR5",0.515
"FAM20A",2.70705672124014e-199,0.315926000499453,0.427,0.077,6.05243741734871e-195,"0","FAM20A",0.35
"RNASE1",4.95574923379096e-199,0.585938683927694,0.987,0.502,1.10800641369098e-194,"0","RNASE1",0.485
"PFKFB2",8.39252614088927e-199,0.30431234577804,0.375,0.053,1.87640099458002e-194,"0","PFKFB2",0.322
"BMP1",1.28666974852651e-198,0.404265992324242,0.393,0.062,2.87673622375556e-194,"0","BMP1",0.331
"SLC25A4",1.05150094457785e-196,0.407362489760711,0.654,0.203,2.35094581188717e-192,"0","SLC25A4",0.451
"SPINK5",8.29260487613366e-196,0.651902606747363,0.401,0.066,1.85406059820596e-191,"0","SPINK5",0.335
"KIAA1324L",2.34989421086163e-195,0.268144981314872,0.348,0.043,5.25389347664443e-191,"0","KIAA1324L",0.305
"SGPP2",3.78748832145348e-195,0.336808627716823,0.342,0.043,8.4680663891057e-191,"0","SGPP2",0.299
"COX7C",5.64037596874228e-194,0.506831019976938,0.989,0.635,1.2610752590914e-189,"0","COX7C",0.354
"LGALSL",4.31454188287536e-193,0.445317330054597,0.371,0.055,9.64645274173273e-189,"0","LGALSL",0.316
"C5",2.28344806620126e-192,0.253448179201672,0.311,0.031,5.10533318641278e-188,"0","C5",0.28
"LAD1",1.78025695164114e-190,0.293175325734294,0.374,0.057,3.98029849247927e-186,"0","LAD1",0.317
"ATP5MF",3.09670956767955e-190,0.3746995824329,0.929,0.419,6.92362325141794e-186,"0","ATP5MF",0.51
"SPINT1-AS1",3.94677787180796e-190,0.275406247602186,0.461,0.096,8.82420596578823e-186,"0","SPINT1-AS1",0.365
"CSF3",4.23169266216701e-190,0.765042492552745,0.386,0.062,9.46121845407299e-186,"0","CSF3",0.324
"LRG1",1.98375916053843e-189,0.290077889104138,0.47,0.1,4.43528873113182e-185,"0","LRG1",0.37
"ORM1",2.41323035565876e-189,0.385203646896486,0.271,0.019,5.39550042918185e-185,"0","ORM1",0.252
"NDUFA7",3.70680512896389e-188,0.261844222909242,0.504,0.115,8.28767490733748e-184,"0","NDUFA7",0.389
"MVP",1.59340609911521e-187,0.296494189753581,0.801,0.296,3.56253735640179e-183,"0","MVP",0.505
"CRB3",2.17617863585579e-187,0.254640004684121,0.431,0.081,4.86550019404638e-183,"0","CRB3",0.35
"C1orf21",2.21529227225821e-187,0.26890610164523,0.585,0.162,4.9529504623149e-183,"0","C1orf21",0.423
"TMEM97",3.95053152787784e-187,0.263152846367727,0.365,0.055,8.83259839002927e-183,"0","TMEM97",0.31
"CCDC141",2.68923192315972e-186,0.383761191682073,0.252,0.014,6.01258473380051e-182,"0","CCDC141",0.238
"SLC25A5",5.46069473401498e-186,0.462169303821687,0.913,0.43,1.22090212863107e-181,"0","SLC25A5",0.483
"KCNJ2",1.15581605232805e-185,0.312936248724357,0.283,0.024,2.58417352979505e-181,"0","KCNJ2",0.259
"RPS17",4.31941710185389e-185,0.530157025224937,0.953,0.508,9.65735275632494e-181,"0","RPS17",0.445
"RAP1GAP",1.42671244806414e-184,0.260170919420058,0.336,0.044,3.18984369138181e-180,"0","RAP1GAP",0.292
"GADD45G",1.73763492032304e-184,0.574554095080369,0.559,0.157,3.88500415485826e-180,"0","GADD45G",0.402
"PDZK1IP1",3.19224070850294e-183,0.268442241032996,0.511,0.121,7.13721177607088e-179,"0","PDZK1IP1",0.39
"SMIM4",8.37376344206043e-182,0.302207135489107,0.587,0.174,1.87220603037587e-177,"0","SMIM4",0.413
"ATP11A",9.76806943143054e-181,0.295781189417102,0.585,0.164,2.18394496347924e-176,"0","ATP11A",0.421
"MRPL23",1.30079971794754e-180,0.250499048889804,0.6,0.174,2.90832800938711e-176,"0","MRPL23",0.426
"STARD3NL",2.37693573360586e-180,0.256372612104329,0.58,0.167,5.31435291319598e-176,"0","STARD3NL",0.413
"RPS20",6.9400398869604e-180,0.43670866401922,0.994,0.818,1.55165411792661e-175,"0","RPS20",0.176
"LDLR",1.30106267364651e-179,0.3145230929521,0.65,0.197,2.90891592573886e-175,"0","LDLR",0.453
"SERPINB1",2.6845044996297e-179,0.690296260956824,0.834,0.396,6.00201516027207e-175,"0","SERPINB1",0.438
"FAM129B",6.79406704357635e-179,0.270080847847856,0.616,0.188,1.5190175096028e-174,"0","FAM129B",0.428
"PHPT1",2.27561668803813e-178,0.305180451650833,0.853,0.341,5.08782379111566e-174,"0","PHPT1",0.512
"COX14",4.61346425529919e-178,0.290971880744555,0.776,0.297,1.03147833819979e-173,"0","COX14",0.479
"KLF5",1.61831758546714e-177,0.312337923283491,0.487,0.115,3.61823445758742e-173,"0","KLF5",0.372
"TOP1",2.72660874748315e-176,0.412818123380838,0.803,0.341,6.09615183762283e-172,"0","TOP1",0.462
"MACROD2",5.3183613242331e-176,0.296516217244074,0.341,0.05,1.18907922487204e-171,"0","MACROD2",0.291
"NCOA7",6.42941794516929e-176,0.417954129491073,0.74,0.273,1.43748926418095e-171,"0","NCOA7",0.467
"PTRHD1",4.8046675603767e-175,0.285615553613692,0.59,0.177,1.07422757314902e-170,"0","PTRHD1",0.413
"SQOR",1.1610158731518e-174,0.28076088778638,0.616,0.194,2.59579928919279e-170,"0","SQOR",0.422
"HLA-DMA",1.00756740307835e-173,0.252275409224515,0.884,0.344,2.25271919980258e-169,"0","HLA-DMA",0.54
"CKS2",1.07328465069833e-173,0.272450425817274,0.373,0.063,2.39964982203132e-169,"0","CKS2",0.31
"LINC02478",1.21787819698333e-173,0.292236582367882,0.3,0.035,2.72293207281533e-169,"0","LINC02478",0.265
"ERP29",1.60745005900061e-173,0.29918779588927,0.843,0.359,3.59393684191357e-169,"0","ERP29",0.484
"NDUFV2",5.77719241701803e-173,0.313495301889113,0.882,0.377,1.29166468059689e-168,"0","NDUFV2",0.505
"LDHB",2.34444846065884e-171,0.325017612908021,0.898,0.391,5.24171786834104e-167,"0","LDHB",0.507
"CXCL1",2.37289880879859e-171,0.643472180384527,0.442,0.096,5.30532715671189e-167,"0","CXCL1",0.346
"IER2",2.78580894398392e-171,0.601426831066869,0.948,0.519,6.22851163695926e-167,"0","IER2",0.429
"SMAGP",3.75208788499968e-171,0.25139069263047,0.427,0.092,8.38891809328227e-167,"0","SMAGP",0.335
"TMEM141",2.5337025263632e-169,0.269823706163395,0.607,0.194,5.66485210844285e-165,"0","TMEM141",0.413
"SOCS2",5.03852178325896e-169,0.527167900206172,0.709,0.26,1.12651270030104e-164,"0","SOCS2",0.449
"HMGN3",6.53629110755261e-169,0.301517736578398,0.924,0.418,1.46138396582661e-164,"0","HMGN3",0.506
"CDC42EP1",6.86698981771052e-169,0.326264446095981,0.59,0.181,1.53532158344372e-164,"0","CDC42EP1",0.409
"LRMDA",1.04297037258998e-168,0.274545077346794,0.46,0.109,2.33187315903668e-164,"0","LRMDA",0.351
"PRKCI",3.34999289378425e-166,0.313221695109132,0.541,0.157,7.48991411192282e-162,"0","PRKCI",0.384
"ATP6V0E1",2.3065547590318e-165,0.424237690200642,0.961,0.528,5.1569951302433e-161,"0","ATP6V0E1",0.433
"G0S2",2.40899823771971e-165,0.805814849971103,0.44,0.105,5.38603825989372e-161,"0","G0S2",0.335
"SLC7A2",3.54601726273154e-164,0.288425091086274,0.312,0.043,7.92818539601518e-160,"0","SLC7A2",0.269
"MAP3K13",2.65305648774334e-163,0.254212307921472,0.638,0.213,5.93170369529655e-159,"0","MAP3K13",0.425
"ASPH",5.30685130443096e-163,0.27288806385346,0.681,0.243,1.18650581464467e-158,"0","ASPH",0.438
"ACAT2",5.34934843098885e-163,0.253248207013549,0.427,0.098,1.19600732220049e-158,"0","ACAT2",0.329
"ATP1A1",5.90737285964961e-162,0.417917723142715,0.968,0.484,1.32077042396046e-157,"0","ATP1A1",0.484
"NUPR1",7.03042619603332e-160,0.308898466334631,0.884,0.391,1.57186268890913e-155,"0","NUPR1",0.493
